StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1553,15,Female,Asian,High School,18.67357812,22,No,Low,No,Yes,No,No,1.165394363,4
1554,18,Female,Caucasian,Some College,10.8477312,5,No,Very High,No,No,No,No,2.583500636,2
1555,15,Male,African American,Bachelor's,10.54912927,4,Yes,Low,No,Yes,No,No,3.017063256,1
1556,18,Female,African American,None,2.822522366,4,No,Low,Yes,Yes,No,Yes,2.576174697,2
1557,18,Female,Caucasian,Bachelor's,0.015790222,24,No,Low,No,No,No,No,0.23334988,4
1558,16,Female,Other,Bachelor's,16.20280181,0,No,High,Yes,No,No,No,3.646516389,0
1559,18,Female,Asian,None,1.75149126,8,Yes,Moderate,Yes,Yes,No,No,2.605425232,2
1560,16,Male,African American,High School,12.67699637,5,No,High,Yes,No,Yes,No,3.366929515,1
1561,18,Female,Asian,Higher,18.29232909,19,No,High,No,Yes,No,No,1.583780258,4
1562,17,Female,Caucasian,Some College,4.173038263,25,No,Very High,No,No,Yes,No,0.776396706,4
1563,17,Female,Other,None,13.30545672,29,Yes,High,No,No,Yes,No,0.78348664,4
1564,17,Male,African American,High School,1.573971534,6,No,None,No,No,Yes,No,2.328311711,3
1565,18,Male,Asian,Some College,12.07510288,8,No,High,Yes,No,No,No,2.718465436,2
1566,16,Male,Asian,Some College,3.278634419,4,Yes,Very High,Yes,No,No,No,3.244882203,1
1567,16,Male,Caucasian,Some College,14.71907121,13,Yes,Very High,Yes,No,No,No,2.865674749,2
1568,18,Male,Asian,Higher,6.024625896,4,No,Low,No,No,No,No,2.326326756,3
1569,17,Male,Caucasian,High School,9.267820176,7,Yes,High,No,Yes,Yes,No,3.303066679,1
1570,17,Male,Caucasian,Some College,11.98861084,6,No,Low,No,No,No,No,2.489218238,3
1571,16,Female,Caucasian,Some College,3.425468213,12,Yes,Low,Yes,Yes,Yes,No,2.600264187,2
1572,17,Female,Other,Some College,14.83275637,12,No,High,No,No,No,No,2.119171492,3
1573,15,Female,Asian,High School,6.052806813,7,No,Very High,No,No,No,No,2.522694548,2
1574,16,Male,Asian,Higher,13.2474372,10,Yes,Moderate,No,No,No,No,2.47585411,3
1575,17,Male,Asian,Bachelor's,3.165661014,27,Yes,High,Yes,No,No,No,0.782809234,4
1576,16,Male,African American,Some College,13.76235318,25,No,None,Yes,No,No,No,0.766404869,4
1577,15,Male,Other,Some College,2.563761456,17,Yes,None,Yes,No,No,No,1.283622078,4
1578,16,Male,Caucasian,High School,8.507129925,24,No,Moderate,Yes,No,No,No,0.643145933,4
1579,16,Female,Caucasian,Some College,4.944121475,18,Yes,Moderate,No,No,No,No,1.669230217,4
1580,16,Female,Caucasian,Some College,14.96750499,5,No,High,No,No,No,No,3.282070051,1
1581,16,Male,Asian,Some College,5.24070009,21,No,Moderate,No,Yes,No,No,0.743714017,4
1582,15,Male,Asian,Higher,17.63434613,1,No,Moderate,No,No,No,Yes,3.325066843,1
1583,18,Male,Caucasian,Some College,17.83640423,27,No,Moderate,Yes,Yes,No,Yes,1.184519764,4
1584,16,Male,Caucasian,High School,3.928826304,12,No,Low,No,No,No,No,1.616536099,4
1585,16,Female,Asian,Some College,12.2769189,22,No,Very High,No,No,No,No,1.583083971,4
1586,17,Male,Caucasian,High School,1.754352834,24,No,Moderate,No,No,No,No,0.184251489,4
1587,16,Male,Asian,High School,7.830741992,27,Yes,Moderate,No,No,No,No,0.472181042,4
1588,17,Male,Other,High School,14.26643459,25,No,High,Yes,Yes,No,No,1.299355518,4
1589,18,Male,Caucasian,Some College,13.18846494,10,No,Moderate,No,No,No,Yes,2.379628283,3
1590,15,Female,Caucasian,Some College,12.49401339,0,No,High,No,No,No,No,3.56628313,0
1591,15,Male,Asian,Some College,5.650817273,23,No,Low,No,No,No,No,0.278347571,4
1592,18,Male,Asian,Some College,7.560498989,1,No,Low,No,No,No,No,2.421546883,3
1593,15,Female,African American,Some College,2.058922894,29,No,Very High,No,Yes,No,Yes,0.617680424,4
1594,18,Female,Other,High School,14.38045641,16,No,High,No,No,No,No,1.804726658,4
1595,18,Female,Caucasian,Bachelor's,10.07777594,7,No,Moderate,Yes,No,No,No,2.63520813,2
1596,18,Male,African American,High School,14.17531265,1,No,High,No,No,No,Yes,3.436025389,1
1597,15,Male,Asian,High School,4.978870496,5,No,Very High,No,No,Yes,Yes,2.737377926,2
1598,17,Female,Asian,Some College,6.488764573,21,Yes,Low,Yes,No,No,Yes,1.14669608,4
1599,18,Female,Caucasian,High School,6.684306745,4,No,None,No,No,No,No,2.405267526,3
1600,16,Female,Asian,None,0.514848195,15,Yes,Moderate,No,No,Yes,No,1.525282049,4
1601,15,Female,African American,Some College,6.820957457,7,No,Low,Yes,Yes,No,No,2.446157081,3
1602,18,Female,Caucasian,Some College,16.06609147,18,Yes,Low,Yes,No,Yes,No,1.952953012,4
1603,18,Female,Caucasian,Some College,17.94596991,15,No,High,Yes,No,No,No,2.293087191,3
1604,16,Male,Asian,Higher,10.36436631,12,No,None,No,No,Yes,No,1.471672029,4
1605,17,Male,Caucasian,Some College,9.110033904,25,Yes,High,No,No,No,Yes,1.106713498,4
1606,17,Male,Caucasian,Bachelor's,0.616492374,19,No,Moderate,No,Yes,No,Yes,1.205856976,4
1607,17,Female,Caucasian,High School,17.58408675,6,No,Moderate,No,No,No,No,2.559070355,2
1608,18,Female,Asian,Some College,0.260204269,15,No,High,Yes,Yes,Yes,No,2.457651022,3
1609,18,Female,African American,Bachelor's,18.8950016,22,Yes,Moderate,No,No,No,No,1.226741286,4
1610,18,Female,Asian,Some College,9.784324974,15,No,Low,No,No,No,Yes,1.590433098,4
1611,15,Female,Caucasian,Some College,6.838689871,28,No,Low,Yes,No,No,No,0.310669533,4
1612,16,Female,African American,High School,18.4843687,11,Yes,High,Yes,No,No,No,2.771810659,2
1613,18,Male,African American,None,0.487819862,13,No,Low,Yes,No,No,No,1.582682992,4
1614,16,Male,Asian,Some College,11.6284979,23,Yes,None,Yes,No,No,Yes,1.105587098,4
1615,16,Female,Other,High School,10.97865049,17,No,Very High,No,No,No,No,2.300296135,3
1616,17,Male,Caucasian,Bachelor's,4.386408024,26,Yes,Very High,Yes,Yes,No,No,0.991883698,4
1617,15,Female,African American,High School,8.577748627,27,No,Moderate,No,Yes,Yes,Yes,0.165110622,4
1618,18,Male,Caucasian,Higher,13.04528012,17,No,None,No,No,No,No,0.989329921,4
1619,17,Female,African American,Higher,14.54262394,15,No,High,Yes,No,Yes,No,2.230253521,3
1620,17,Female,Caucasian,High School,0.014337174,19,No,High,Yes,No,No,No,1.383528078,4
1621,18,Male,Caucasian,High School,18.7370686,15,No,Low,Yes,Yes,No,No,2.131405263,3
1622,16,Male,Caucasian,Bachelor's,3.290507448,12,No,Low,Yes,No,Yes,No,1.868276923,4
1623,17,Female,African American,Higher,4.671608684,25,No,High,Yes,No,Yes,No,1.247481944,4
1624,16,Female,Caucasian,Some College,5.269468914,28,No,Very High,No,No,No,No,0.299907548,4
1625,15,Male,Asian,High School,0.756402731,8,No,High,Yes,No,No,Yes,2.705195695,2
1626,16,Male,Caucasian,Some College,2.461042472,25,No,Low,Yes,Yes,Yes,No,0.897938092,4
1627,15,Female,Caucasian,Some College,19.72699846,27,No,Moderate,Yes,Yes,No,No,1.391731791,4
1628,16,Male,Asian,High School,6.304334748,8,No,High,No,No,No,No,2.150546166,3
1629,17,Female,Caucasian,Some College,2.306021807,12,No,Low,No,No,No,No,1.448741242,4
1630,17,Female,Caucasian,None,2.139825223,28,No,Low,Yes,No,Yes,No,0,4
1631,15,Female,African American,None,14.38919935,3,Yes,Low,No,No,No,No,3.091715028,1
1632,18,Female,Caucasian,High School,17.09137328,8,No,Moderate,No,No,No,No,2.576927695,2
1633,15,Male,Caucasian,High School,5.13904599,14,No,Moderate,No,No,No,No,1.955872527,4
1634,15,Male,Caucasian,High School,0.418190247,13,No,High,No,Yes,No,No,1.878708344,4
1635,16,Male,Other,Some College,4.461800369,18,Yes,High,Yes,Yes,No,No,1.630400132,4
1636,16,Male,African American,High School,1.130313816,11,No,Very High,No,No,Yes,No,2.37274811,3
1637,15,Male,African American,High School,2.067898733,20,Yes,High,Yes,No,No,No,1.279370611,4
1638,17,Male,African American,High School,8.630162397,25,No,Low,No,No,No,Yes,0.155004788,4
1639,16,Male,Caucasian,Higher,4.598367417,24,Yes,Moderate,No,Yes,Yes,Yes,1.278347034,4
1640,18,Female,Caucasian,Some College,10.31891757,5,No,Moderate,No,Yes,No,No,2.655993566,2
1641,16,Male,Asian,Some College,5.069875065,2,No,None,Yes,No,Yes,No,2.682316053,2
1642,16,Male,Caucasian,Some College,18.81074602,25,No,Very High,No,Yes,No,No,1.644819939,4
1643,18,Female,Caucasian,Higher,18.11887936,24,Yes,None,Yes,Yes,No,No,1.396278438,4
1644,15,Male,Caucasian,High School,11.3361221,21,Yes,Moderate,Yes,No,No,No,1.609486799,4
1645,18,Male,Caucasian,Some College,7.08847984,19,No,Moderate,Yes,No,Yes,No,1.187367525,4
1646,15,Female,Other,Some College,7.622937641,15,No,Moderate,Yes,No,Yes,No,2.019797023,3
1647,15,Male,Caucasian,Some College,8.237045663,29,No,High,No,No,No,Yes,0.241625628,4
1648,15,Male,African American,None,14.55158644,19,No,Moderate,No,No,No,No,1.247725194,4
1649,18,Male,Caucasian,Some College,9.03277991,23,No,Low,No,No,Yes,No,0.852682363,4
1650,15,Female,Other,None,17.13459893,22,No,Low,No,No,No,No,0.965700989,4
1651,17,Male,Caucasian,Some College,18.88189572,16,Yes,Very High,Yes,Yes,No,No,2.423800752,3
1652,18,Male,Caucasian,Some College,6.718923068,15,No,Low,Yes,No,No,No,1.741968167,4
1653,17,Female,Asian,High School,11.21388963,5,No,Low,No,No,Yes,No,2.845925776,2
1654,15,Male,Asian,Bachelor's,1.901130737,7,No,Moderate,No,No,No,No,2.039564398,3
1655,16,Female,Caucasian,None,4.009380955,18,Yes,Low,Yes,No,No,No,1.54206374,4
1656,15,Female,Caucasian,Bachelor's,8.269315334,29,Yes,Moderate,No,No,Yes,No,0.730779602,4
1657,17,Male,Caucasian,Some College,4.124054318,24,No,High,Yes,No,No,No,0.499987778,4
1658,17,Female,Caucasian,High School,17.53120982,25,Yes,High,No,No,No,No,1.122889381,4
1659,18,Female,Caucasian,High School,3.165725121,1,Yes,High,No,Yes,No,No,2.959492728,2
1660,16,Male,Caucasian,Higher,9.113216431,13,No,Low,Yes,Yes,Yes,No,2.30020524,3
1661,18,Female,Caucasian,None,12.11398481,21,No,Moderate,No,Yes,No,No,1.352720764,4
1662,17,Female,Caucasian,High School,13.83727816,11,Yes,None,Yes,No,No,No,2.134062038,3
1663,15,Male,African American,High School,7.661387395,16,No,None,Yes,No,No,Yes,1.29979432,4
1664,16,Male,Other,Some College,17.38198137,27,No,Moderate,Yes,No,No,No,0.747833944,4
1665,15,Male,African American,Some College,11.36638302,26,No,Low,Yes,Yes,Yes,No,0.532923204,4
1666,15,Female,Caucasian,High School,8.790155609,14,No,High,No,No,No,No,2.07376979,3
1667,16,Male,Caucasian,High School,1.344812681,17,Yes,High,Yes,Yes,No,No,1.991379364,4
1668,18,Female,Other,High School,9.293789369,15,No,High,Yes,No,No,Yes,1.8999596,4
1669,15,Female,Caucasian,High School,16.41471682,12,No,High,Yes,Yes,No,No,2.614883942,2
1670,17,Female,Caucasian,Some College,12.29082036,20,Yes,None,Yes,Yes,Yes,No,1.810270744,4
1671,15,Female,African American,Some College,16.64324907,16,No,Moderate,Yes,No,No,No,1.581931481,4
1672,16,Female,African American,High School,9.880233412,7,No,Low,No,Yes,No,No,2.271332803,3
1673,16,Female,African American,High School,2.369234102,0,Yes,Moderate,Yes,No,No,No,3.363670491,1
1674,16,Female,Caucasian,High School,0.272796917,28,No,Low,Yes,Yes,No,No,0.48129848,4
1675,18,Male,Caucasian,Higher,6.064390934,24,No,None,Yes,Yes,No,No,0.199927379,4
1676,15,Male,Other,Higher,13.95980943,25,No,Moderate,No,Yes,Yes,Yes,1.268008751,4
1677,18,Female,Caucasian,Bachelor's,15.80519808,26,No,High,Yes,No,No,No,0.882552454,4
1678,18,Female,African American,High School,5.915056692,2,Yes,High,No,No,No,No,3.120136639,1
1679,16,Male,Asian,None,9.913078418,15,No,Moderate,No,Yes,No,Yes,1.804154692,4
1680,16,Female,African American,High School,8.422378089,27,No,Moderate,Yes,Yes,Yes,No,0.681703644,4
1681,18,Male,Caucasian,High School,8.210455687,1,No,Moderate,Yes,No,No,Yes,2.898261817,2
1682,15,Male,Caucasian,Some College,4.626974264,14,No,High,No,No,No,Yes,1.730318003,4
1683,17,Male,African American,Some College,2.727422101,0,Yes,None,Yes,No,Yes,No,3.560791672,0
1684,18,Female,Asian,Bachelor's,3.933771165,8,Yes,High,No,Yes,No,No,2.528774574,2
1685,15,Female,Other,Bachelor's,1.106647743,15,Yes,Moderate,No,Yes,No,No,1.592387858,4
1686,16,Male,Caucasian,High School,3.962614836,3,No,Low,No,No,Yes,Yes,2.374130972,3
1687,16,Male,Caucasian,Some College,0.184017953,11,Yes,None,Yes,No,No,No,1.81040948,4
1688,15,Male,Other,High School,12.54516801,0,No,Low,No,No,No,No,2.829826431,2
1689,17,Male,Asian,None,6.327508148,0,Yes,Moderate,No,No,No,Yes,3.047602089,1
1690,16,Male,Asian,Some College,19.46289423,6,Yes,High,Yes,Yes,No,No,3.62592173,0
1691,16,Female,Caucasian,None,3.874341016,17,No,Moderate,No,No,No,Yes,0.927321545,4
1692,16,Male,African American,Some College,6.916571406,22,No,Moderate,Yes,No,No,No,1.331958949,4
1693,15,Female,Asian,High School,7.156823173,27,No,Very High,Yes,Yes,No,Yes,0.779551722,4
1694,18,Male,African American,Some College,0.169029921,22,No,Low,Yes,No,No,No,0.881358447,4
1695,16,Female,Caucasian,Some College,16.78415906,14,Yes,Low,No,No,No,No,2.398121086,3
1696,18,Female,Caucasian,High School,0.639889203,25,No,Moderate,No,Yes,No,No,0.758814269,4
1697,17,Female,African American,Bachelor's,18.80359669,29,No,High,Yes,No,No,No,1.028865596,4
1698,16,Female,Caucasian,High School,17.84148702,24,No,High,No,Yes,No,No,1.444476695,4
1699,16,Female,Caucasian,Some College,10.71043832,12,Yes,Moderate,No,No,No,No,2.214067459,3
1700,17,Female,Other,Some College,10.8719115,15,No,Very High,No,Yes,Yes,No,2.511918088,2
1701,16,Male,Caucasian,Some College,13.07555846,6,No,High,No,No,No,No,2.690149803,2
1702,18,Female,Asian,Higher,7.741000239,15,No,None,Yes,No,No,No,1.605274386,4
1703,15,Male,Caucasian,High School,12.94444567,12,No,High,Yes,No,Yes,Yes,2.709889487,2
1704,18,Female,African American,Some College,0.895367774,13,No,None,No,Yes,No,No,1.528563501,4
1705,15,Female,Other,Some College,1.080952547,16,Yes,High,No,Yes,No,No,1.778569202,4
1706,15,Male,Caucasian,Bachelor's,9.144608392,11,No,Low,Yes,No,No,No,2.121964059,3
1707,18,Female,Caucasian,High School,10.99244602,28,No,High,No,No,No,No,0.405904831,4
1708,18,Male,Caucasian,Some College,17.75635281,23,No,Moderate,Yes,No,No,No,1.123926328,4
1709,18,Male,Caucasian,Some College,2.093212678,23,No,High,No,No,No,No,0.870330411,4
1710,18,Male,Asian,High School,16.45295854,19,No,Moderate,Yes,Yes,No,No,1.822829208,4
1711,17,Male,Other,Some College,4.200946746,12,No,High,Yes,No,No,No,2.231182932,3
1712,16,Female,Caucasian,High School,7.88167297,23,No,Low,No,Yes,Yes,No,0.966967717,4
1713,15,Female,Caucasian,Some College,6.332048697,19,No,Very High,No,Yes,No,No,1.691858946,4
1714,18,Male,Caucasian,Bachelor's,8.003105457,14,No,High,No,No,No,No,2.069758206,3
1715,18,Female,Asian,Some College,3.009909961,23,Yes,Low,Yes,Yes,No,No,1.057876127,4
1716,18,Female,Caucasian,Some College,10.07140149,20,No,Very High,No,No,No,No,1.321427207,4
1717,17,Male,African American,Some College,16.0328518,3,Yes,Moderate,Yes,No,No,Yes,3.516940721,0
1718,18,Female,African American,None,8.830680208,21,Yes,High,No,Yes,No,Yes,1.049157002,4
1719,18,Male,African American,High School,9.812271518,1,No,High,Yes,No,No,No,3.486141329,1
1720,18,Male,Caucasian,Some College,16.97535171,27,Yes,None,Yes,No,No,Yes,0.586837405,4
1721,16,Female,Asian,High School,14.12116229,17,No,Very High,No,Yes,No,No,2.358815897,3
1722,17,Female,Caucasian,High School,9.80908817,1,No,Moderate,No,No,No,No,3.152222286,1
1723,18,Female,Caucasian,Some College,5.153912964,24,No,Low,No,No,No,No,0.587835083,4
1724,15,Male,Asian,High School,17.69853494,14,No,High,Yes,Yes,No,Yes,2.668893329,2
1725,15,Male,Asian,High School,11.54040803,29,No,High,No,No,No,No,0.304372034,4
1726,15,Female,Caucasian,Some College,4.422952202,25,No,None,No,Yes,No,No,0.280670308,4
1727,17,Female,Caucasian,High School,5.382395053,18,No,Low,Yes,No,No,No,0.873091197,4
1728,17,Female,Caucasian,Bachelor's,16.06266178,14,No,High,No,No,No,No,2.330783483,3
1729,15,Female,Caucasian,Bachelor's,0.882911242,25,No,None,Yes,Yes,Yes,No,0.318850909,4
1730,18,Male,Caucasian,Some College,19.84184374,19,No,Very High,No,No,No,No,1.792289321,4
1731,17,Female,Caucasian,High School,2.607033594,9,No,High,No,Yes,No,No,2.573219137,2
1732,15,Male,Caucasian,Some College,15.92137051,27,No,Moderate,No,Yes,No,No,1.084490126,4
1733,15,Male,Asian,Bachelor's,7.895506335,23,No,Moderate,Yes,Yes,No,Yes,1.08669668,4
1734,18,Female,African American,Some College,9.844323666,19,No,Moderate,No,No,Yes,Yes,1.004112663,4
1735,16,Female,African American,High School,17.61301155,10,Yes,Moderate,Yes,No,No,No,2.824604893,2
1736,17,Female,Caucasian,Some College,8.258223792,25,Yes,High,No,Yes,Yes,Yes,1.364373782,4
1737,18,Male,Other,Bachelor's,10.74987507,9,No,Very High,No,No,No,Yes,2.607286401,2
1738,15,Female,Asian,Some College,0.985993248,28,Yes,Moderate,Yes,No,Yes,No,0.568468084,4
1739,15,Female,Asian,Some College,0.046949477,22,No,Moderate,No,No,No,Yes,0.573796193,4
1740,18,Male,Asian,Some College,4.89599746,4,No,Low,No,No,No,No,2.258071035,3
1741,17,Female,Other,Some College,13.61166186,8,Yes,High,No,No,No,No,2.840092975,2
1742,16,Male,African American,None,2.425297867,19,No,High,Yes,Yes,No,No,1.683117263,4
1743,16,Female,Caucasian,Some College,2.275239176,18,Yes,High,Yes,No,No,No,1.72090715,4
1744,15,Male,African American,None,8.219212161,12,No,None,No,No,No,No,1.537783909,4
1745,17,Female,Asian,Some College,12.95674077,17,No,High,No,Yes,No,No,2.063463508,3
1746,16,Female,Asian,High School,14.24143984,16,No,Moderate,Yes,No,No,No,1.87854751,4
1747,17,Male,African American,Some College,3.569013482,26,No,High,Yes,Yes,No,Yes,0.863270859,4
1748,17,Male,Caucasian,High School,1.591762947,5,No,High,No,No,No,No,2.513286133,2
1749,15,Female,Caucasian,Some College,18.80794068,9,No,High,Yes,Yes,No,Yes,2.77216327,2
1750,16,Male,Other,Some College,5.213327651,1,Yes,Moderate,No,No,No,No,2.888385936,2
1751,18,Male,African American,High School,17.06692995,23,No,High,No,Yes,No,No,1.337161049,4
1752,15,Male,African American,High School,17.26982901,5,No,None,No,No,No,No,2.370611615,3
1753,16,Male,Caucasian,High School,15.45045184,27,No,High,No,No,Yes,No,0.854464648,4
1754,16,Female,Caucasian,Bachelor's,3.376672133,27,Yes,None,No,No,No,No,0.322641827,4
1755,16,Female,Asian,Some College,16.43602919,20,No,Moderate,Yes,Yes,No,No,1.834226997,4
1756,16,Male,African American,Some College,15.38501118,12,No,Low,No,No,No,No,1.990060452,4
1757,16,Male,Asian,High School,11.9344598,17,Yes,High,No,Yes,No,No,2.226983394,3
1758,17,Male,Caucasian,Some College,6.744040703,6,No,Moderate,No,No,No,Yes,2.608386898,2
1759,15,Male,African American,Bachelor's,5.250172085,1,No,High,Yes,No,No,No,3.406339082,1
1760,17,Female,Caucasian,Bachelor's,2.437784242,28,Yes,High,Yes,No,No,No,0.867034374,4
1761,18,Female,Asian,Some College,10.19514134,13,Yes,High,No,Yes,No,No,2.166091325,3
1762,16,Male,Caucasian,None,11.70521751,4,No,Low,No,Yes,No,No,2.422928333,3
1763,15,Male,Caucasian,High School,7.18677981,17,No,High,No,Yes,No,No,1.509557878,4
1764,16,Male,African American,None,9.507181354,10,Yes,Moderate,No,Yes,No,No,2.443857264,3
1765,15,Female,Other,High School,7.270289147,9,No,None,No,No,No,No,2.003828379,3
1766,17,Male,Caucasian,High School,12.82012115,10,Yes,Low,No,Yes,No,No,2.465306489,3
1767,15,Female,Asian,High School,18.02518416,26,No,Low,Yes,No,Yes,No,0.844792002,4
1768,18,Male,Caucasian,High School,3.278405241,1,No,None,No,Yes,No,No,2.731058898,2
1769,18,Female,Caucasian,Bachelor's,7.628176198,14,No,Moderate,No,No,No,No,1.736011489,4
1770,15,Male,Caucasian,Some College,2.817372079,6,Yes,None,No,Yes,No,No,2.589670731,2
1771,15,Female,Caucasian,Bachelor's,12.49887541,8,Yes,Moderate,Yes,No,No,No,2.742361123,2
1772,15,Male,African American,Some College,14.57741019,4,No,Low,No,No,No,No,2.49591944,3
1773,15,Male,Caucasian,High School,18.63825465,6,Yes,Low,No,No,Yes,No,2.853437194,2
1774,18,Male,Caucasian,Some College,5.577438525,19,No,Very High,Yes,No,No,No,1.591347992,4
1775,16,Female,Other,High School,19.00422412,1,No,Moderate,No,No,Yes,No,3.209673328,1
1776,15,Male,Caucasian,Some College,1.265253436,2,Yes,Low,No,Yes,No,No,3.127617865,1
1777,15,Female,Asian,High School,12.06027727,1,Yes,Moderate,No,Yes,Yes,Yes,3.453275897,1
1778,18,Female,Caucasian,Higher,1.142654387,20,Yes,Low,Yes,No,No,No,0.822773567,4
1779,18,Male,African American,High School,17.87548376,21,Yes,None,No,No,No,No,1.217335228,4
1780,17,Male,Caucasian,High School,10.59618114,22,No,None,Yes,No,No,No,0.762684311,4
1781,15,Male,Caucasian,Bachelor's,13.38696702,18,No,Very High,No,Yes,Yes,No,2.145848671,3
1782,17,Female,Caucasian,None,16.63147852,3,Yes,High,No,No,No,No,3.299131002,1
1783,18,Male,Caucasian,Some College,3.00621245,23,No,High,Yes,No,Yes,No,1.170812285,4
1784,18,Female,Caucasian,Some College,0.771831239,19,No,Very High,No,No,No,Yes,1.424595653,4
1785,16,Female,African American,Bachelor's,17.57762292,6,No,Very High,No,No,No,No,2.902659367,2
1786,15,Male,Asian,Higher,6.298664549,27,No,High,No,No,Yes,No,0.691477419,4
1787,17,Male,Asian,Higher,2.579578159,21,Yes,High,Yes,No,Yes,Yes,1.8865425,4
1788,18,Male,African American,None,9.369224742,6,No,Moderate,No,No,No,Yes,2.635341351,2
1789,18,Male,Caucasian,Bachelor's,11.96612151,16,Yes,Low,No,No,No,No,1.500339419,4
1790,17,Male,Caucasian,Some College,0.619412068,18,No,Moderate,No,No,Yes,No,1.235553816,4
1791,16,Male,Caucasian,Some College,5.497913165,21,No,Moderate,No,No,No,No,0.604613406,4
1792,18,Female,Caucasian,High School,0.655997486,15,No,Very High,No,No,No,No,1.388138976,4
1793,15,Female,African American,Some College,8.406707784,2,No,Moderate,No,No,Yes,No,3.300552206,1
1794,18,Female,African American,Higher,17.90200058,14,No,High,No,No,No,Yes,2.168641593,3
1795,15,Male,Caucasian,Bachelor's,19.65304823,13,No,Moderate,Yes,Yes,No,No,2.79726748,2
1796,17,Female,Caucasian,Some College,12.74095107,14,No,Low,No,No,No,No,1.717458615,4
1797,15,Female,Asian,None,3.232753876,13,No,Moderate,No,Yes,No,No,1.687900492,4
1798,17,Female,Asian,High School,18.1169878,6,No,Moderate,Yes,No,No,No,2.952145863,2
1799,15,Female,Caucasian,Bachelor's,10.32495646,24,No,Moderate,Yes,No,No,No,0.963375009,4
1800,17,Female,Other,Some College,3.074986242,2,No,Moderate,Yes,No,No,No,3.334971828,1
1801,15,Male,Other,Some College,18.43453339,29,No,Low,No,No,No,No,0.443640655,4
1802,16,Male,Caucasian,None,15.14938101,16,Yes,Moderate,Yes,No,No,No,1.955791739,4
1803,15,Female,Caucasian,Some College,14.63410545,9,No,High,Yes,Yes,No,No,2.850351339,2
1804,15,Female,African American,Some College,14.18361408,14,Yes,Moderate,No,Yes,No,No,2.370067422,3
1805,16,Female,Other,Bachelor's,4.006796422,28,Yes,Moderate,No,No,No,No,0.152590779,4
1806,18,Male,Asian,Some College,4.220133834,5,No,None,No,No,No,No,2.123043127,3
1807,18,Male,Caucasian,High School,13.76585997,27,Yes,Low,Yes,No,Yes,Yes,0.922013232,4
1808,15,Female,Caucasian,Some College,4.394455002,16,No,Moderate,No,No,No,Yes,1.428993238,4
1809,16,Male,African American,None,8.773433936,16,Yes,Moderate,No,Yes,No,No,1.893440916,4
1810,15,Male,African American,Higher,15.64003651,13,Yes,Moderate,No,No,No,No,1.939584666,4
1811,17,Female,Caucasian,High School,15.67905036,23,No,High,Yes,Yes,No,No,1.511276997,4
1812,17,Male,Asian,Some College,9.065235451,24,No,Low,No,No,Yes,No,0.825604174,4
1813,15,Male,African American,High School,15.84379877,17,No,None,Yes,No,No,No,1.764354309,4
1814,18,Female,Asian,Some College,16.77243592,24,No,Moderate,Yes,No,No,No,1.2955949,4
1815,18,Male,Asian,Some College,13.09551503,4,No,Moderate,No,No,No,No,2.473717178,3
1816,15,Male,Asian,Some College,4.568517046,28,No,Moderate,No,No,Yes,No,0.019798485,4
1817,15,Female,Caucasian,High School,5.480235608,7,No,High,No,No,No,No,2.202958506,3
1818,17,Male,African American,High School,6.296823108,6,No,High,Yes,No,No,No,3.040025436,1
1819,18,Male,Caucasian,High School,2.336082155,22,Yes,Low,Yes,No,No,No,1.069079987,4
1820,15,Female,African American,Some College,5.463192407,3,Yes,Very High,Yes,No,No,No,3.941760022,0
1821,17,Female,Caucasian,None,4.190384486,17,No,Low,No,No,Yes,No,1.482595973,4
1822,18,Female,African American,Some College,9.106574996,4,No,High,No,Yes,No,No,3.042275369,1
1823,16,Male,Caucasian,Bachelor's,18.16875096,15,No,High,No,Yes,No,No,2.10396651,3
1824,17,Female,Caucasian,Bachelor's,2.089606335,13,No,High,No,No,No,No,1.787522329,4
1825,18,Male,Caucasian,Some College,14.40535848,26,Yes,Low,Yes,No,No,Yes,1.100381883,4
1826,18,Female,Caucasian,Some College,13.74566009,26,No,Moderate,No,No,No,No,0.854558289,4
1827,17,Male,Asian,None,1.915083973,18,No,Moderate,No,Yes,No,Yes,1.199651388,4
1828,16,Female,Asian,Some College,18.4514481,13,Yes,Low,No,No,No,No,2.591940919,2
1829,17,Female,African American,Bachelor's,11.36944404,8,Yes,None,No,No,No,Yes,2.282212745,3
1830,18,Female,Caucasian,High School,7.274510423,5,No,Moderate,No,No,No,No,2.754877493,2
1831,15,Female,Caucasian,Some College,15.13077167,16,No,Moderate,No,Yes,No,No,1.921268647,4
1832,15,Male,Caucasian,Bachelor's,5.147309168,18,No,High,Yes,No,Yes,No,1.583556496,4
1833,17,Female,Caucasian,Bachelor's,13.87019674,11,No,Low,No,No,Yes,No,1.723385686,4
1834,18,Female,Asian,High School,0.794224151,3,Yes,High,Yes,No,No,No,2.876055005,2
1835,15,Male,Caucasian,Some College,16.78816075,15,No,Low,No,No,No,No,1.88899193,4
1836,18,Female,Caucasian,High School,8.96341694,24,No,High,Yes,Yes,No,No,1.369369967,4
1837,17,Male,Caucasian,High School,12.73385829,10,Yes,Moderate,No,No,No,No,2.550546234,2
